PassengerId,Survived_pred,Survived_prob
1045,1,0.5352891636193589
1046,0,0.03457891157772053
1047,0,0.12131191180256123
1048,1,0.9227349929773777
1049,0,0.49617748562657527
1050,0,0.28415637393587084
1051,0,0.49869050215713584
1052,1,0.7309547809077926
1053,1,0.5983027720187425
1054,1,0.8779027316120656
1055,0,0.23799474157151426
1056,0,0.144026122492972
1057,1,0.5218289323965772
1058,0,0.23611780087965614
1059,0,0.10532453545051564
1060,1,0.9428752281797065
1061,0,0.49617748562657527
1062,0,0.12131191180256123
1063,0,0.1626182852976645
1064,0,0.11812856129929517
1065,0,0.1626182852976645
1066,0,0.03227442527959502
1067,1,0.8908258356056455
1068,1,0.8908258356056455
1069,1,0.5242483163135782
1070,1,0.9205844810706629
1071,1,0.9124905068803835
1072,0,0.13554789019405744
1073,0,0.4154081146773913
1074,1,0.9552883048878632
1075,0,0.14802364225190748
1076,1,0.9351104236767889
1077,0,0.17963744495457157
1078,1,0.8884569702355313
1079,0,0.10330903197894276
1080,0,0.14841315013786754
1081,0,0.144026122492972
1082,0,0.16673952641855436
1083,0,0.2700314984766985
1084,0,0.2071263410836148
1085,0,0.14173958623251484
1086,1,0.5926628906379182
1087,0,0.12637205712865246
1088,1,0.9448664201250178
1089,0,0.4801306064937907
1090,0,0.14317290713783518
1091,0,0.49617748562657527
1092,1,0.654042937848094
1093,1,0.8495525910526882
1094,0,0.3131723468388439
1095,1,0.9578725284965399
1096,0,0.14317290713783518
1097,0,0.2486882433105428
1098,1,0.5822630908945733
1099,0,0.14317290713783518
1100,1,0.9449707883536357
1101,0,0.12131191180256123
1102,0,0.1611773702570171
1103,0,0.12131191180256123
1104,0,0.23300931618412438
1105,1,0.8832680105090096
1106,1,0.749262843622768
1107,0,0.2396677492754351
1108,1,0.5898551408276818
1109,0,0.3089786118964869
1110,1,0.9367550696886617
1111,0,0.12131191180256123
1112,1,0.9083657429745453
1113,0,0.12131191180256123
1114,1,0.8845565444230712
1115,0,0.12131191180256123
1116,1,0.9338739772349922
1117,1,0.5593553215637146
1118,0,0.12131191180256123
1119,1,0.5898551408276818
1120,0,0.09127740158120466
1121,0,0.14991850579815322
1122,0,0.23300931618412438
1123,1,0.9127293554681479
1124,0,0.07417008234032671
1125,0,0.14802364225190748
1126,0,0.4154081146773913
1127,0,0.12131191180256123
1128,0,0.27000248503234087
1129,0,0.1626182852976645
1130,1,0.8622982255468399
1131,1,0.9488307757810188
1132,1,0.9338739772349922
1133,1,0.8764614549577564
1134,0,0.36339837107256245
1135,0,0.12131191180256123
1136,0,0.11682131682154222
1137,0,0.2324083286343442
1138,1,0.8946651205066158
1139,0,0.1635853643355788
1140,1,0.8874871960135874
1141,1,0.5542177967471364
1142,1,0.9821219352620152
1143,0,0.12131191180256123
1144,0,0.377020669846898
1145,0,0.12131191180256123
1146,0,0.13440791499262597
1147,0,0.12131191180256123
1148,0,0.14802364225190748
1149,0,0.12131191180256123
1150,1,0.870849265941397
1151,0,0.12131191180256123
1152,0,0.12723568040003266
1153,0,0.12131191180256123
1154,1,0.8946651205066158
1155,1,0.8331598951109721
1156,0,0.15981480369057843
1157,0,0.12131191180256123
1158,0,0.11199115582099116
1159,0,0.12131191180256123
1160,0,0.49617748562657527
1161,0,0.12131191180256123
1162,0,0.3394889738799747
1163,0,0.14802364225190748
1164,1,0.9415638269833486
1165,1,0.6493172603114258
1166,0,0.1626182852976645
1167,1,0.8809123097291787
1168,0,0.14317290713783518
1169,0,0.16031068930206702
1170,0,0.1510430040133493
1171,0,0.14317290713783518
1172,0,0.49617748562657527
1173,1,0.876102445459894
1174,1,0.5898551408276818
1175,1,0.6946693831878445
1176,1,0.7162763086533566
1177,0,0.12637205712865246
1178,0,0.12131191180256123
1179,0,0.35565748081819104
1180,0,0.1626182852976645
1181,0,0.12131191180256123
1182,0,0.245546490133769
1183,0,0.3612730410038445
1184,0,0.1626182852976645
1185,0,0.3379948916897222
1186,0,0.12637205712865246
1187,0,0.12131191180256123
1188,1,0.9849553607707133
1189,0,0.1693842543218522
1190,0,0.2270528879448608
1191,0,0.12131191180256123
1192,0,0.13869955477565885
1193,0,0.13520584521805798
1194,0,0.1658045439331999
1195,0,0.12131191180256123
1196,1,0.5898551408276818
1197,1,0.857128961772118
1198,0,0.32587129659264386
1199,1,0.8773131862528276
1200,0,0.35888349309901274
1201,0,0.3358240741309891
1202,0,0.12131191180256123
1203,0,0.1626182852976645
1204,0,0.12131191180256123
1205,1,0.5506979312938876
1206,1,0.9441626329364834
1207,1,0.7181377725235347
1208,0,0.37491571806584595
1209,0,0.14317290713783518
1210,0,0.12131191180256123
1211,0,0.13669963449074568
1212,0,0.12131191180256123
1213,0,0.1626182852976645
1214,0,0.13554789019405744
1215,0,0.2938138964472708
1216,1,0.9300220311588547
1217,0,0.12131191180256123
1218,1,0.8681346272005611
1219,0,0.3394889738799747
1220,0,0.1510430040133493
1221,0,0.13554789019405744
1222,1,0.8930092521000973
1223,0,0.31628807090202865
1224,0,0.1626182852976645
1225,1,0.6599615348274892
1226,0,0.12131191180256123
1227,0,0.2700314984766985
1228,0,0.1546169333675407
1229,0,0.13762577414840954
1230,0,0.15948631654954923
1231,0,0.1626182852976645
1232,0,0.14317290713783518
1233,0,0.13869955477565885
1234,0,0.054780868553421395
1235,1,0.9788704223347494
1236,0,0.09479386520700986
1237,1,0.6356622651261444
1238,0,0.13554789019405744
1239,1,0.7212979448523587
1240,0,0.13554789019405744
1241,1,0.9083153439827861
1242,1,0.9362173751706027
1243,0,0.14317290713783518
1244,0,0.23300931618412438
1245,0,0.21254767286081336
1246,1,0.8837247217589963
1247,0,0.25493878027843914
1248,1,0.9278036550895604
1249,0,0.12131191180256123
1250,0,0.14802364225190748
1251,1,0.54592608460343
1252,0,0.0418345169645892
1253,1,0.9265359387525849
1254,1,0.9083153439827861
1255,0,0.12131191180256123
1256,1,0.972647343292705
1257,0,0.15909575481820587
1258,0,0.13445748845751593
1259,0,0.4516304647901371
1260,1,0.9362173751706027
1261,0,0.16665695136754285
1262,0,0.13830461399088773
1263,1,0.9583703541316089
1264,0,0.10446754828525698
1265,0,0.144026122492972
1266,1,0.9239453190984341
1267,1,0.9398240838107702
1268,0,0.4427695286812001
1269,0,0.14317290713783518
1270,0,0.21365923947821336
1271,0,0.2248751832838735
1272,0,0.14802364225190748
1273,0,0.14802364225190748
1274,0,0.43747321987295684
1275,1,0.5057852851600136
1276,0,0.13554789019405744
1277,1,0.910581585901079
1278,0,0.12131191180256123
1279,0,0.12666747079952642
1280,0,0.14802364225190748
1281,0,0.2530500359692824
1282,0,0.38651785723535803
1283,1,0.9039609040157105
1284,0,0.14143458769346182
1285,0,0.11612193216738237
1286,0,0.040146216561478335
1287,1,0.9223383269169402
1288,0,0.14802364225190748
1289,1,0.9441735965559352
1290,0,0.12131191180256123
1291,0,0.15308681331232668
1292,1,0.9227349929773777
1293,0,0.16031068930206702
1294,1,0.9527904547978815
1295,0,0.2270528879448608
1296,0,0.3138646403627943
1297,0,0.16665695136754285
1298,0,0.13830461399088773
1299,0,0.349141572057349
1300,1,0.7309547809077926
1301,1,0.7521395164027951
1302,1,0.5898551408276818
1303,1,0.9528408669229254
1304,0,0.49617748562657527
1305,0,0.12131191180256123
1306,1,0.9564540872069249
1307,0,0.11284507763660712
1308,0,0.12131191180256123
1309,0,0.1901037644383471
